Duration (in seconds),Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,UserLanguage,Q_RecaptchaScore,Q0_ProlificID,Q1,Q2,Q3,Q4,Q4_5_TEXT,Q5,Q6,Q7,Q7_4_TEXT,Q8,Q8_5_TEXT,Q9,Q9_9_TEXT,Q10_1,Q11,Q11_7_TEXT,Q12,Q13,Q13_7_TEXT,Q14,Q15,Q16 ,Q17,Q17_1_TEXT,Q18,Q19,Q20,Q21,Q21_5_TEXT,Q22,Q23,Q24,Q24_4_TEXT,Q25,Q25_5_TEXT,Q26,Q26_9_TEXT,Q27_1,Q28,Q28_7_TEXT,Q29,Q30,Q30_7_TEXT,Q31,Q32,Q33,Q34,Q34_1_TEXT,Q35,Q36,Q37,Q38,Q39_1,Q40_1
382,True,7/21/25 16:36,R_7wgZNVY6h1LVeNM,"46,1285","-112,9423",EN,"0,8000000119",60dfd857e293a99dd577f4c8,Yes,I was talking with my daughter at my house about my phone and she said I really should have a lock on my phone. It was a very short conversation.,1,Other (please specify),Family,Myself,No,At home,,Other (please specify),just talking,"Application areas,Identity theft or fraud,Security behavior ,Security tools ",,3,Annoyed,,Cause I don't want a lock on my phone.,Annoyed,,Cause she feels I should lock my phone.,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,68,Female,USA,Retired,1 (Strongly disagree),5 (Strongly agree)
342,True,7/21/25 16:36,R_6okbQL031uBNhvh,"41,4866","-81,8037",EN,"0,8999999762",5eea9a9ea8d6d71ba912a73e,Yes,"My brother and I had the discussion about cyber security. We were at our parents house for the Fourth of July. We talked about how scary it can be not knowing truly how safe your personal data/information is. We were casually talking about Cryptocurrency and it came up naturally talking about how secure some of the ""wallets"" are and then that is when Cyber Security was mentioned. We talked for a good twenty minutes or so about it before we then got distracted by the fireworks. I remember thinking I needed to take extra steps to make my information more secure.",1,Other (please specify),Family,Myself,No,At home,,Personal experience (e.g. cybersecurity incident),,"Identity theft or fraud,Security behavior ,Security tools ",,3,Worried/anxious,,I felt worried/anxious simply because I feel like you can never be too safe with hiding your identification ,Helpful/responsible,,He was more knowledgeable than I am so he steered the conversation,Yes,I made my passwords more effective ,"No, but I plan to have one in the future",,No,,,,,,,,,,,,,,,,,,,,,,,,39,Male,USA,Manufacturing,1 (Strongly disagree),5 (Strongly agree)
301,True,7/21/25 16:37,R_222TCUYNvlsyNsl,"35,5174","24,0169",EN,"0,200000003",5c6dd18f4e08ad00018cc5f6,Yes,Me and 3 friends were talking about what passwords we use for our emails while staying in an airbnb in southern UK. I dont remember what triggered the conversation but it lasted about 10 minutes. I vaguely remember talking about how someone read that is recommended to use passphrases instead of passwords.,3,Friend,,Other,No,Other (please specify),At home,Other (please specify),Don't remember,"Incidents ,Security behavior ",,4,Confident/informed,,I work as a computer tech so i know a little bit about the topic since i like to read news about it from time to time even though im not a cybersecurity proffesional,Interested/curious,,It's something everyone uses so i would expect they would want to know more about it,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,31,Male,Greece,Computer technicians and salesman,4,5 (Strongly agree)
318,True,7/21/25 16:37,R_1rIxeBCsNXGoEtH,"37,9208","-122,0182",EN,"0,8000000119",5e2b74daae56b71b9d24d89b,Yes,My son-in-law is interested in the field of cybersecurity and has considered finishing up his degree. I was not that familiar with the field - but he talked a little bit about it and his interest in it. It has been an ongoing discussion because it's his career pursuit - but he has not decided to go back and finish his degree as of yet. He was not sure that the college he attended had the best offerings in that department. ,3,Other (please specify),Family,Myself,No,At home,,Work/school-related requirement,,"Application areas,Surveillance or data collection ",,5 (Strongly agree),Interested/curious,,I want him to be happy and do well in his career. ,Confident/informed,,Because he knows that I am interested in him and wanted to talk about it. ,No,,"No, but I plan to have one in the future",,No,,,,,,,,,,,,,,,,,,,,,,,,69,Female,USA,Law,2,5 (Strongly agree)
282,True,7/21/25 16:38,R_5gYQCMYwaJiX89F,"42,9697","-90,1369",EN,"0,8999999762",671a6d57cb932ed4526d42df,Yes,"My former head of HR department and I were talking about a local incident that took place involving cybersecurity breach. We had this conversation in my office when she had come to talk about an unrelated topic, and I had asked her what happened. She said that someone hacked into the county's database and now selling homes is not as fluent as it once was until they get back full control. The conversation lasted around 15 minutes and I remember being shocked that it happened in such a small area. ",1,Colleague,,Myself,No,Workplace/University,,News story or social media post,,"Identity theft or fraud,Incidents ,Phishing or scams,Surveillance or data collection ",,2,"Interested/curious,Confident/informed",,I've never heard of anything like it happening so close to home. I also learned a lot from my coworker about my town. ,Confident/informed,,She is a very knowledgable person and keeps up to date with all of the local news,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,23,Female,USA,Animal Care,1 (Strongly disagree),5 (Strongly agree)
529,True,7/21/25 16:39,R_3myYEYgtkpQFyPz,"34,9458","-81,9334",EN,"0,6000000238",67ec7012f63d646fa7f33bbf,Yes,"My friend and I both have invested in crypto currency. However, there was an incident late last year when an individual had hacked people's investments and had gone away with millions of dollars. Therefore, my friend and I were discussing issues relating to cybersecurity and how insecure we felt not only as investors but the potential of future threats in different domains. Our discussion went for long hours and we agreed to change our passwords to more complex ones to avoid been hacked. ",1,Friend,,Other,No,"Public space (e.g., café, train)",,News story or social media post,,"Incidents ,Security behavior ,Security tools ",,3,"Interested/curious,Worried/anxious,Annoyed",,I was really curious on how people manage to steal complex currency like crypto.,"Interested/curious,Worried/anxious,Confident/informed,Helpful/responsible",,"My friend brought up the conversation, so they seemed well-informed and interested in the topic",Yes,We both decided to change our passwords to more complex ones.,"Yes, I had (How many?)",2,No,,,,,,,,,,,,,,,,,,,,,,,,24,Male,USA,Financial Advisor,3,5 (Strongly agree)
465,True,7/21/25 16:39,R_18ONEVaqrWFNR5K,"33,1494","-96,828",EN,"0,8000000119",6757418a14886dd3e93c2a69,Yes,"I spoke with my mother at home about cybersecurity, but mainly because she has a tendency to believe anything she reads that's negative, but also anything she wants to be positive. In this respect, she ends up getting into conversations which border on being scam or phishing situations, and I have to warn her. She does learn eventually, but it usually takes a lot of arguing about it, since she really wants things to work out her way. These conversations last about half an hour, and have a lot of looping involved. I usually say how it's important to be aware of issues online, and basic information which is common knowledge, how to protect your data, and how to be aware of scam situations. These topics I've learned over the years from training and watching content online. Especially for older people, it's difficult to get them to understand things the same way as people who have grown up in the digital age.",1,Other (please specify),Family,Myself,No,At home,,"Personal experience (e.g. cybersecurity incident),News story or social media post,Someone asked for advice",,"Identity theft or fraud,Incidents ,Phishing or scams,Privacy tools ,Surveillance or data collection ",,4,"Worried/anxious,Confident/informed,Annoyed,Helpful/responsible",,"If I am not being listened to, there is always a chance that my warnings will go unheard, and our data could be leaked against my will. It's stressful.","Interested/curious,Annoyed,Indifferent",,My mom just wanted something good to happen and didn't think too hard about what I was saying.,Yes,"We were made more aware of weaknesses to how we carried ourselves online, and made some plans to address that.","Yes, I had (How many?)",3,No,,,,,,,,,,,,,,,,,,,,,,,,24,Female,USA,Sociology,3,5 (Strongly agree)
589,True,7/21/25 16:39,R_5eUrEUxnSLtEnvG,"27,3196","-80,4017",EN,"0,8999999762",5b5df59dd113f600012de8e9,Yes,"At a previous occupation, I remember a team meeting where we took the time to discuss cybersecurity updates and concerns. The team leader took the chance to share updates from the IT Department and made sure everyone understood any changes. We also talked about any questions related to our accounts — i.e., passwords, difficulty logging in, etc. This was monthly routine to make sure everyone was on the same page. The meeting was about an hour long. ",5,Colleague,,Other,"Yes, somebody I know",Workplace/University,,Work/school-related requirement,,"Application areas,Privacy tools ,Security behavior ,Security tools ",,4,"Interested/curious,Confident/informed",,"At the time, I had no issues with my work-related account. I paid attention to the conversation, chimed in when I had a question or contribution, and felt confident about the information given.","Interested/curious,Worried/anxious,Confident/informed,Helpful/responsible",,"The team leader was the most confident and experience about of everyone. Some colleagues felt anxious — i.e., they had problems with passwords, specific concerns. Others felt confident and didn't have any questions.",,,"Yes, I had (How many?)",2,No,,,,,,,,,,,,,,,,,,,,,,,,26,Male,USA,Food & Beverage Services at Resort Hotel (previously),3,5 (Strongly agree)
490,True,7/21/25 16:40,R_6SMv3uB0msvkQuJ,"38,3137","-86,095",EN,"0,8999999762",6772be1363ec1102cc8bc48d,Yes,I recently talked to one of my friends online in a messenger app about it. I recently bought a a new laptop and asked whats the best software to get against attacks. Whats the best way to make sure I have strong enough passwords etc? My friend works as a tech adviser for a cell phone company so I trust hos advice. The conversation lasted about an hour. He gave me some recommendations and basically I feel like the chance of being attacked are significantly down.,1,Friend,,Myself,No,Other (please specify),Chat,"Personal experience (e.g. cybersecurity incident),Other (please specify)",bought new laptop,"Identity theft or fraud,Privacy tools ,Security behavior ",,4,"Interested/curious,Worried/anxious,Confident/informed",,Because I get viruses on my last laptop and was worried it would be the same,Helpful/responsible,,Was just giving advice,No,,"No, but I plan to have one in the future",,No,,,,,,,,,,,,,,,,,,,,,,,,45,Female,USA,Self employed,1 (Strongly disagree),5 (Strongly agree)
469,True,7/21/25 16:41,R_653v7bOF7AdKIEh,"39,1361","-77,2824",EN,"0,8000000119",66480b43bd7049130ffa7047,Yes,"I remember my spouse and I were reading information about the leakage of a lot of passwords and login's from major places such as Facebook, Telegram, etc. We've talked about how can these passwords be exposed. My spouse said that it was probably old information, so we researched whether it was old or new and couldn't find anything. So, in conclusion we couldn't come up with why the leakage happened and what leaked it. And what particular information that we had there is now on dark web.",1,Friend,,Myself,No,At home,,"Personal experience (e.g. cybersecurity incident),News story or social media post",,"Incidents ,Security behavior ,Security tools ",,5 (Strongly agree),"Interested/curious,Worried/anxious,Confident/informed",,"I didn't know what information that we've had was leaked. So, I was curious to know what was it. Also, a bit worried because what passwords do I need to update. Also, it was good to be informed about the leakage.","Interested/curious,Worried/anxious,Confident/informed,Helpful/responsible",,"Because he was also curious to know why this happened. Also, he wanted to be helpful to research why this leak happened. He was worried what he needs to change in passwords. ",No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,31,Female,USA,Project coordinator,4,5 (Strongly agree)
438,True,7/21/25 16:43,R_2KeeS4iBUhLtvOi,"52,475","13,3551",DE,"0,8000000119",656cc3da37dfe57d9f61be50,Yes,"I had a conversation with my best friend about this topic a few days ago. We talked about it while going for a walk. The conversation started because I wanted to break away from BigTech and move more towards open source, for example by hosting services myself and using fewer cloud services. We also touched on this topic and discussed the pros and cons.
The conversation lasted about an hour.",1,Friend,,Myself,"Yes, somebody I know","Public space (e.g., café, train)",,Personal experience (e.g. cybersecurity incident),,"Application areas,Privacy tools ,Security tools ,Surveillance or data collection ",,4,"Interested/curious,Helpful/responsible",,good,Interested/curious,,I think the person was able to broaden their horizons through the conversation.,,,"No, but I plan to have one in the future",,No,,,,,,,,,,,,,,,,,,,,,,,,32,Male,Germany,Business consultant,3,5 (Strongly agree)
331,True,7/21/25 16:43,R_816xC9TFrotqQ5D,"44,7022","10,6307",EN,0,6102f00212f0ce63ba98bcf3,Yes,"I was in the car with my boyfriend. We talked about how here in Italy call center can call you as much as they like, and they get your number through websites that sells data to big corporation. The conversation was triggered by a phone call my boyfriend received, which was from a call center, trying to sell him a plan or something. It last about 10 minutes.",1,Other (please specify),Partner,Other,No,Other (please specify),Car,Other (please specify),my boyfriend received a phone call,"Surveillance or data collection ",,4,Confident/informed,,Because I know my fair share about cybersecurity,Interested/curious,,My boyfriend is not an expert about it,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,26,Female,Italy,I\'m both a student and a part time worker,3,5 (Strongly agree)
353,True,7/21/25 16:44,R_82Q7KStekN7Ww0P,"52,3564","4,6564",EN,"0,8999999762",5e2191a2727e0446c780b2e3,Yes,"1 - I was talking with a close friend of mine, who is non-cybersecurity person.
2- It took place at my home, during his visit.
3- I explained him how MFA itself is not enough for security. Where SMS and phone call are weaker forms of MFA and it is possible to spoof phone numbers. Also I explained even regular MFA using authenticator apps could be bypasses using proxy based attacks.
4- Conversation triggered by talking about bitcoin and how some people lose it.
5-We talked about it around 5-10 mins.
6-It was a casual conversation, provided actionable items where the friend can take to protect his bitcoin.  ",1,Friend,,Other,No,At home,,"Personal experience (e.g. cybersecurity incident),News story or social media post",,"Identity theft or fraud,Phishing or scams,Security tools ",,5 (Strongly agree),Interested/curious,,I like the topic,Worried/anxious,,Learning new ways possiblity to get exposed ,Yes,I hope the friend is using different method of MFA ,,,No,,,,,,,,,,,,,,,,,,,,,,,,31,Male,Netherlands,Cybersecurity,4,5 (Strongly agree)
400,True,7/21/25 16:44,R_2JE2ZL20g2jLAg1,"41,1256","-8,602",EN,"0,8999999762",5efa15f78c92d880b9a580b6,Yes,"I was talking with some girlfriends of mine the other day at a park. We were having multiple convos about random things and we mentioned an influencer that got her account hacked and deleted, then she had to create a new one from scratch which made her lose a lot of followers and brand deals.

We talked about how it's becoming very common to get hacked. The conversation started by one of my friends saying she didn't remembered the password to an old account and couldn't retrieve it.

It lasted a few minutes and then we changed to another topic. We still talked about how it's safer to have 2-step verification and be on top of our passwords, being careful, etc. We even joked that we should change our passwords since they were the same for years.",4,Friend,,Other,No,"Public space (e.g., café, train)",,News story or social media post,,"Phishing or scams,Security behavior ",,4,"Interested/curious,Worried/anxious",,I felt concerned about my own accounts but very engaged in the conversation.,"Interested/curious,Worried/anxious",,We all felt the same.,Yes,Considered changing passwords.,"No, but I plan to have one in the future",,No,,,,,,,,,,,,,,,,,,,,,,,,26,Female,Portugal,Photographer,3,5 (Strongly agree)
377,True,7/21/25 16:44,R_5TKrTbCKf2lpS6Z,"33,9576","-118,267",EN,"0,8999999762",66e0c0a1fab28ce6352ae19c,Yes,"I talked about cybersecurity related issue with a friend when setting up a acount for him online. 
The topic was regarding what password to use and how he would remember it. The conversation was short and easy.",1,Friend,,Myself,No,Workplace/University,,Personal experience (e.g. cybersecurity incident),,"Application areas,Identity theft or fraud,Security behavior ",,5 (Strongly agree),"Interested/curious,Confident/informed,Helpful/responsible",,Personal experience with online security.,"Interested/curious,Confident/informed",,My friend agreed with all that was discussed.,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,69,Male,USA,Management,2,5 (Strongly agree)
907,True,7/21/25 16:44,R_2rID2TIbMQGdTNo,"41,4456","-8,2929",EN,"0,3000000119",5b06ebe96f73510001fdb40e,Yes,"A few weeks ago, i mentioned to a colleague at the office the strict restrictions my company has on internet access, after i couldn't access services like Google Drive or send images via Discord.
It was a short conversation.",1,Colleague,,Myself,No,Workplace/University,,Personal experience (e.g. cybersecurity incident),,Other (please specify),Internet restrictions,4,Annoyed,,Annoyed after knowing my colleague have restrictions too,"Interested/curious,Indifferent",,Indifferent,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,36,Male,Portugal,Electrical Engenieer,1 (Strongly disagree),5 (Strongly agree)
834,True,7/21/25 16:45,R_1Qyn3pzVk3KqT9i,"43,011","-71,4571",EN,"0,8000000119",67044749c28abfd636ceedf0,Yes,"My friend asked me how they can tell if a file is safe or not, and I asked them if they had AV software installed on their system. They said they did, but they still wanted to be sure. I told them to upload the file to virustotal website if they are still unsure. They uploaded it to virustotal, and virus total said it was clean. She was pleased, and decided to bookmark the website for future reference. It was about a ten minute conversation.",1,Friend,,Other,No,Other (please specify),Phone call,Someone asked for advice,,"Security tools ",,4,"Annoyed,Helpful/responsible",,"I do really try very hard not to get annoyed with people when they ask me questions, just sometimes I really want to move on from the conversation. Which is why I recommended a tool to the person, instead of offering to ""check"" or verify the file myself. This particular person regularly makes poor decisions regarding their digital security. I was actually happy to be able to recommend virus total to them though, it might help them to make wiser decisions about future downloads. So overall, I consider that a win. I don't mind helping direct family members, or household members with tech, but when it becomes constant with semi-distant friends it gets annoying. Like if the only time the person talks to me is when they have a computer problem, it just makes me annoyed.","Interested/curious,Confident/informed",,"They seemed to be interested in what I was saying, and were excited by the virus total website. We've had so many talks about securing their tech and making good digital decisions, so they always get off the call sounding confident in their new knowledge, but unfortunately for me they always call back with a new ""problem"" in less than two weeks time. ",Yes,"They will now be scanning files they intend to download to be sure they are free from malware. We also talked about keeping their AV software uptodate, which they said they were going to start running updates every weekend.",,,No,,,,,,,,,,,,,,,,,,,,,,,,40,Non-binary,USA,Unemployed,4,5 (Strongly agree)
429,True,7/21/25 16:46,R_3O96zJlN3a2uXdz,"34,1897","-118,2383",EN,"0,8999999762",613e157ccd6af6049001ce25,Yes,"My daughter told me by phone that her internet was down. So, she looked up the customer service number online and called them. It turned out it was a scam number and t hey tried to make her send t hem money to fix it. The conversation lasted about 5 minutes",1,Other (please specify),Family,Other,No,Other (please specify),Phone call,Personal experience (e.g. cybersecurity incident),,"Identity theft or fraud,Phishing or scams",,5 (Strongly agree),Worried/anxious,,I was worried that she would fall for the scam. I gave her advice about falling for scams like this.,Worried/anxious,,She was worried that they could get other information from her online accounts,Yes,I think she is more aware of cybersecurity now.,"Yes, I had (How many?)",4,No,,,,,,,,,,,,,,,,,,,,,,,,69,Female,USA,cationEd,3,5 (Strongly agree)
239,True,7/21/25 16:48,R_2ezyubTcnhvpAfx,"40,4519","-3,711",EN,"0,8999999762",6161d2a6b6dcc778b5b930bb,Yes,"It was a conversation with my mother, who is elderly but know how to use the Internet. It was at her place. She was concerned because there are many news regarding bank scams and wanted to review with me her security measures for checking online banking. It lasted about 20 minutes. ",1,Other (please specify),Family,Other,No,Other (please specify),At home,News story or social media post,,"Phishing or scams,Security behavior ,Security tools ",,5 (Strongly agree),Helpful/responsible,,I tried to put her mind at ease,"Worried/anxious,Confident/informed",,She was worried at first but confident when we finished,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,41,Female,Spain,PR,4,5 (Strongly agree)
641,True,7/21/25 16:49,R_21yiJTwY8v10T5a,"52,2009","21,0489",EN,"0,8999999762",602fb33786b077cdbad2d5bb,Yes,"It was a conversation with a colleague. We received an email in our office regarding a hacker attack. The email stated that if we did not pay 10000 pln within a few days, all company data as well as private videos and photos of employees, would be leaked online. It lasted 5 mins and the manager ordered us to delete an email.",2,Colleague,,Other,"Yes, somebody I know",Workplace/University,,Work/school-related requirement,,Phishing or scams,,4,Interested/curious,,I did not know that this kind of phishing may be used and that it still can work.,Interested/curious,,It was something new,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,28,Female,Poland,Pharmacist,3,5 (Strongly agree)
561,True,7/21/25 16:50,R_2VOttAAmSbSo1UO,"40,9496","14,2656",EN,"0,8999999762",5b3f242f9c2ec600014ef9fc,Yes,"The last time I talked about cybersecurity was two weeks ago, I was chatting with my sister on the phone and I shared a recent phishing attempt I personally went through. I received a very convincing email claiming to be from a talent scout from Tik Tok who was really interested in signing me up and make me worldwide famous. The conversation happened because she went through something similar and it lasted for something like 15 minutes. One last thing I remember is telling her about the increase of phishing emails in my inbox.",1,Other (please specify),Family,Other,No,Other (please specify),Phone call,Personal experience (e.g. cybersecurity incident),,Phishing or scams,,4,Worried/anxious,,I felt worried because there's always a small chance one can fall for it.,Interested/curious,,"My sister is not much informed about cybersecurity so, she always pays attention when we discuss this topic.",No,,"No, but I plan to have one in the future",,No,,,,,,,,,,,,,,,,,,,,,,,,45,Female,Italy,Data Entry,3,5 (Strongly agree)
833,True,7/21/25 16:54,R_85tOgGWgVrJTmKt,"38,7219","-9,1398",EN,"0,6000000238",5d779a30f80b9e00165b3772,Yes,"Last time I talked about cybersecurity was with my mother. She was scammed in whatsapp by someone who was acting as me.. He asked for money to buy a new phone and to pay some bills. Luckily she acted quickly with my help. Although the money transfer was made, She was able to retrieve everything after a month or so..",2,Other (please specify),Family,Other,No,At home,,"Personal experience (e.g. cybersecurity incident),News story or social media post,Someone asked for advice",,"Application areas,Identity theft or fraud,Phishing or scams",,4,"Interested/curious,Worried/anxious,Annoyed",,Because it was a large sum of money and it was a relative of me who was scammed,"Worried/anxious,Annoyed,Helpful/responsible",,Because it was a large sum of money and it was a relative of me who was scammed,Yes,Always have a backup question only relatives could know before doing any type of thing. Also distrust everyone first,"No, but I plan to have one in the future",,No,,,,,,,,,,,,,,,,,,,,,,,,41,Male,Portugal,Musician,4,5 (Strongly agree)
517,True,7/21/25 17:03,R_8LifcJviG0ZCvKx,"45,0729","7,689",EN,"0,8000000119",65d0c176113325527b73866a,Yes,I was with a friend of mine and a university professor at the univeristy bar. We talked about the potential risks of cars connected to the internet and the possbile ways of hacking them. The conversation started with a question from my firend to the professor and lasted about 30 minutes.,2,"Friend,Other (please specify)",professor,Other,No,Workplace/University,,News story or social media post,,"Incidents ",,3,Interested/curious,,Because it's a topic that is rarely discussed,"Interested/curious,Confident/informed",,Because he works in cybersecurity,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,30,Male,Italy,ICT,4,5 (Strongly agree)
456,True,7/22/25 13:53,R_2tyELBFpi5iDKc1,"59,4381","24,7369",EN,"0,8999999762",5730f0a7dd6617000ed945c9,Yes,"My online friend was telling me on Discord how they lost a lot of their files because they forgot the password to one of the accounts on their pc. The files weren't backed up. I am unsure of the details but they were unable to recover access to that account. I recommended they start using a password manager and start backing up their files. It was a short conversation, maybe 15 minutes at most. The topic was brought up because we were supposed to do something together but they had spent the whole day scrambling to find a solution. ",1,Friend,,Other,No,Other (please specify),Online,Personal experience (e.g. cybersecurity incident),,"Security tools ",,3,"Interested/curious,Helpful/responsible",,because it's my friend and i wanted to help them,Worried/anxious,,they were in trouble due to the incident,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,30,Female,Estonia,IT,3,5 (Strongly agree)
348,True,7/22/25 13:53,R_8j84vSi8qaRlmyz,"53,1328","23,1677",EN,"0,8999999762",5eb2a99596070102a65d32c7,Yes,"I talked about it with my grandmother at her house. We talked about how she could protect herself from being scammed. It was basically triggered by some kind of weird facebook bait link, talking about something crazy happening, but being actually scam link that is trying to force you into logging into your facebook account. It last for about 30 minutes.",1,Other (please specify),Family,Other,No,At home,,Personal experience (e.g. cybersecurity incident),,"Application areas,Phishing or scams",,5 (Strongly agree),"Worried/anxious,Helpful/responsible",,"I was worried whether she could understand what I'm trying to tell her, and responsible, because I feel like I'm the most skilled person in that area in my family, so I think I'm the only one who can help her with cybersecurity.",Interested/curious,,Because she was trying to understand it thoroughly and make sure she understands everything correctly.,Yes,I think she's no longer affected by those scam ads or links.,"No, but I plan to have one in the future",,No,,,,,,,,,,,,,,,,,,,,,,,,29,Male,Poland,IT Developer,4,5 (Strongly agree)
492,True,7/22/25 13:53,R_8uwCQmW6vIqde3D,"52,5204","13,339",EN,"0,8000000119",6427fca3b9cdc2513dbb5469,Yes,"1. My colleague
2. In our office
3. About phishing emails that we as a company get from time to time
4. She got a suspicious email and asked me about it
5. 10-15 Min
6. I explained to her how to recognize phishing emails and what might happen if she does not follow the rules",1,Colleague,,Other,No,Workplace/University,,"Work/school-related requirement,Someone asked for advice",,Phishing or scams,,4,"Confident/informed,Helpful/responsible",,Because I realized that I can teach someone and give very useful info,"Interested/curious,Confident/informed",,She asked me because she was interested about it and I saw that she understood what I have said,Yes,She is now more cautious about those emails,,,No,,,,,,,,,,,,,,,,,,,,,,,,29,Female,Germany,QA Engineer,4,5 (Strongly agree)
333,True,7/22/25 13:54,R_8YAoV0LlrVUYE7O,"53,5764","10,0474",DE,"0,8999999762",646219bb0b91a6f3327e39fb,Yes,"I was talking to my girlfriend on the phone about a newspaper article in which a man sued his bank. He had €60,000 stolen from his account in a scam, but the bank was partly to blame because it had failed to implement 2FA correctly. Since I work in IT, I advised her once again to enable 2FA for all important services.",1,Friend,,Myself,No,At home,,News story or social media post,,"Application areas,Phishing or scams,Security behavior ,Security tools ",,4,"Interested/curious,Confident/informed,Helpful/responsible",,"I work in IT and am familiar with security guidelines due to my job, which is why I am quite confident that I can give good advice.","Interested/curious,Confident/informed",,"My girlfriend tends to be interested in IT, but she works in a completely different field.",,,,,No,,,,,,,,,,,,,,,,,,,,,,,,34,Female,Germany,Software Architect,3,5 (Strongly agree)
424,True,7/22/25 13:54,R_2lArFPsgD989G0h,"64,7472","20,9529",EN,"0,8000000119",659d6e799b20c6ef26f1cb86,Yes,I talked to my mom 2 weeks ago. What triggered the conversation was that we were discussing about shady websites and emails. My mom getting an email from a canadian telecompany. We talked for 15 min. ,1,Other (please specify),Family,Other,No,At home,,"Personal experience (e.g. cybersecurity incident),Someone asked for advice",,"Application areas,Phishing or scams",,4,Worried/anxious,,I was worried that she had to pay something cause it was a real company the email came from but i talked to the canadian company and they said they had gotten the wrong email.,Worried/anxious,,She was very very worried cause she didn't want to have to pay for something,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,27,Female,Sweden,Unemployed,3,5 (Strongly agree)
445,True,7/22/25 13:55,R_8n2ee2La04KYe7I,"52,459","6,0104",EN,"0,8999999762",605f856a958ba27c0300c200,Yes,"1) A friendly neighbour
2) At my home
3) We talked about using Generative AI such as CoPilot when writing some text
4) A conversation item that society has changed so rapidly 
5) 8 minutes
6) We talked about the danger that such innovations can do to society",2,Acquaintance,,Other,No,At home,,Personal experience (e.g. cybersecurity incident),,"Application areas",,3,"Interested/curious,Worried/anxious",,ASs Generative AI can be helpful in some cases it can also pose a threat as it goes to far,Confident/informed,,He think he always knows better and wants other people to think that he has knowledge about everything,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,49,Female,Netherlands,Tourism,2,5 (Strongly agree)
356,True,7/22/25 13:55,R_8tLLNqgT0xZZcR6,"51,7583","14,3251",DE,"0,8999999762",66af675aa4d5c6018d03c4da,Yes,"It was an informational talk in a lecture hall at the university, to which the entire campus was invited. The trigger was a hack attack on the university, and the talk lasted about 60 minutes. General information was shared, particularly about phishing emails.",300,Other (please specify),Colleague,Other,,Workplace/University,,News story or social media post,,"Application areas,Incidents ,Phishing or scams,Security behavior ",,2,"Interested/curious,Worried/anxious,Confident/informed",,Uncertainty,"Interested/curious,Worried/anxious,Annoyed",,"same reasons as me, uncertainty",Yes,Two-factor authorization,,,No,,,,,,,,,,,,,,,,,,,,,,,,21,Female,Germany,Costume design,2,5 (Strongly agree)
483,True,7/22/25 13:55,R_8QEIZprrwBgZosA,"49,2362","6,9701",EN,"0,8000000119",66684fa4e234291b73426ec5,Yes,"The last time I talked about cybersecurity was in a conversation with my mother at her home. I should note that we're both not very knowledgeable about the topic. She was concerned that someone had access to her Google account since she repeatedly saw the car of a relative she's had issues with in the past at locations she visited when doing chores (at the doctor's office, while visiting the bank, at the grocery store). We arrived at the conclusion that she should ask an expert in the field instead of relying on me since I was out of my depth.",1,Other (please specify),Family,Other,No,At home,,"Personal experience (e.g. cybersecurity incident),Someone asked for advice",,"Incidents ,Privacy tools ,Surveillance or data collection ",,1 (Strongly disagree),Worried/anxious,,I felt worried since my mother was deeply concerned about her safety.,Worried/anxious,,I think the other person felt this way because they were deeply concerned about their safety.,No,,"Yes, I had (How many?)",10,No,,,,,,,,,,,,,,,,,,,,,,,,23,Male,Germany,IT and Electrical Engineering,2,5 (Strongly agree)
104,True,7/22/25 13:57,R_8k7nwPw2jJryDMD,"48,0089","7,8464",EN,"0,8000000119",679299d956001e394d39e60a,I don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,Female,Germany,"",3,5 (Strongly agree)
459,True,7/22/25 13:57,R_2fHrY8UudJdqDFq,"48,069","11,6125",DE,"0,8000000119",66ebc8c5e5b772065830754d,Yes,"In-person training at work, we discussed what triggers/causes etc. of cybersecurity can be. It was mandatory, lasted 45 minutes, and helped to bring this topic into focus.",8,Colleague,,Other,"Yes, a stranger",Workplace/University,,Work/school-related requirement,,"Application areas,Identity theft or fraud,Incidents ,Phishing or scams,Security behavior ,Security tools ",,2,Interested/curious,,is an interesting topic,Interested/curious,,also interesting for others,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,29,Female,Germany,Biologie,2,5 (Strongly agree)
